Source,Target,Label
301,304,85053724272
301,193,85053724272
302,303,85053724272
302,304,85053724272
302,193,85053724272
303,304,85053724272
303,193,85053724272
304,193,85053724272
208,256,85018325864
208,193,85018325864
256,193,85018325864
208,274,85017457541
208,305,85017457541
208,231,85017457541
208,193,85017457541
274,305,85017457541
274,231,85017457541
274,193,85017457541
305,231,85017457541
305,193,85017457541
231,193,85017457541
306,193,84990924595
234,307,85005992550
234,308,85005992550
234,309,85005992550
234,193,85005992550
307,308,85005992550
307,309,85005992550
307,193,85005992550
308,309,85005992550
308,193,85005992550
309,193,85005992550
310,311,85014646471
310,312,85014646471
310,193,85014646471
311,312,85014646471
311,193,85014646471
312,193,85014646471
313,314,84981727572
313,198,84981727572
313,315,84981727572
313,193,84981727572
313,316,84981727572
314,198,84981727572
314,315,84981727572
314,193,84981727572
314,316,84981727572
198,315,84981727572
198,193,84981727572
198,316,84981727572
315,193,84981727572
315,316,84981727572
193,316,84981727572
306,193,84978050005
300,301,84955122404
300,302,84955122404
300,303,84955122404
300,304,84955122404
300,193,84955122404
301,302,84955122404
301,303,84955122404
301,304,84955122404
301,193,84955122404
302,303,84955122404
302,304,84955122404
302,193,84955122404
303,304,84955122404
303,193,84955122404
304,193,84955122404
317,318,85013443453
317,193,85013443453
317,305,85013443453
317,319,85013443453
317,320,85013443453
317,321,85013443453
318,193,85013443453
318,305,85013443453
318,319,85013443453
318,320,85013443453
318,321,85013443453
193,305,85013443453
193,319,85013443453
193,320,85013443453
193,321,85013443453
305,319,85013443453
305,320,85013443453
305,321,85013443453
319,320,85013443453
319,321,85013443453
320,321,85013443453
322,323,85013442831
322,324,85013442831
322,325,85013442831
322,193,85013442831
322,326,85013442831
323,324,85013442831
323,325,85013442831
323,193,85013442831
323,326,85013442831
324,325,85013442831
324,193,85013442831
324,326,85013442831
325,193,85013442831
325,326,85013442831
193,326,85013442831
327,328,84971577824
327,329,84971577824
327,330,84971577824
327,331,84971577824
327,193,84971577824
328,329,84971577824
328,330,84971577824
328,331,84971577824
328,193,84971577824
329,330,84971577824
329,331,84971577824
329,193,84971577824
330,331,84971577824
330,193,84971577824
331,193,84971577824
332,193,84944352110
332,238,84944352110
332,333,84944352110
332,334,84944352110
332,335,84944352110
332,336,84944352110
332,337,84944352110
332,293,84944352110
193,238,84944352110
193,333,84944352110
193,334,84944352110
193,335,84944352110
193,336,84944352110
193,337,84944352110
193,293,84944352110
238,333,84944352110
238,334,84944352110
238,335,84944352110
238,336,84944352110
238,337,84944352110
238,293,84944352110
333,334,84944352110
333,335,84944352110
333,336,84944352110
333,337,84944352110
333,293,84944352110
334,335,84944352110
334,336,84944352110
334,337,84944352110
334,293,84944352110
335,336,84944352110
335,337,84944352110
335,293,84944352110
336,337,84944352110
336,293,84944352110
337,293,84944352110
317,318,84944716501
317,319,84944716501
317,193,84944716501
317,338,84944716501
317,320,84944716501
317,321,84944716501
318,319,84944716501
318,193,84944716501
318,338,84944716501
318,320,84944716501
318,321,84944716501
319,193,84944716501
319,338,84944716501
319,320,84944716501
319,321,84944716501
193,338,84944716501
193,320,84944716501
193,321,84944716501
338,320,84944716501
338,321,84944716501
320,321,84944716501
339,340,85082361445
339,193,85082361445
340,193,85082361445
332,334,85050061727
332,333,85050061727
332,193,85050061727
334,333,85050061727
334,193,85050061727
333,193,85050061727
341,333,84923100524
341,193,84923100524
341,342,84923100524
341,334,84923100524
341,343,84923100524
333,193,84923100524
333,342,84923100524
333,334,84923100524
333,343,84923100524
193,342,84923100524
193,334,84923100524
193,343,84923100524
342,334,84923100524
342,343,84923100524
334,343,84923100524
344,345,84926171804
344,346,84926171804
344,193,84926171804
344,347,84926171804
345,346,84926171804
345,193,84926171804
345,347,84926171804
346,193,84926171804
346,347,84926171804
193,347,84926171804
234,348,84907525589
234,349,84907525589
234,193,84907525589
348,349,84907525589
348,193,84907525589
349,193,84907525589
300,350,84891822660
300,351,84891822660
300,193,84891822660
300,303,84891822660
350,351,84891822660
350,193,84891822660
350,303,84891822660
351,193,84891822660
351,303,84891822660
193,303,84891822660
352,353,84930801379
352,354,84930801379
352,293,84930801379
352,355,84930801379
352,193,84930801379
353,354,84930801379
353,293,84930801379
353,355,84930801379
353,193,84930801379
354,293,84930801379
354,355,84930801379
354,193,84930801379
293,355,84930801379
293,193,84930801379
355,193,84930801379
356,193,84930391533
356,357,84930391533
356,352,84930391533
356,355,84930391533
193,357,84930391533
193,352,84930391533
193,355,84930391533
357,352,84930391533
357,355,84930391533
352,355,84930391533
334,332,84900031315
334,358,84900031315
334,333,84900031315
334,193,84900031315
332,358,84900031315
332,333,84900031315
332,193,84900031315
358,333,84900031315
358,193,84900031315
333,193,84900031315
359,360,84889245960
359,193,84889245960
360,193,84889245960
361,355,84873310218
361,318,84873310218
361,319,84873310218
361,193,84873310218
361,362,84873310218
361,363,84873310218
361,364,84873310218
355,318,84873310218
355,319,84873310218
355,193,84873310218
355,362,84873310218
355,363,84873310218
355,364,84873310218
318,319,84873310218
318,193,84873310218
318,362,84873310218
318,363,84873310218
318,364,84873310218
319,193,84873310218
319,362,84873310218
319,363,84873310218
319,364,84873310218
193,362,84873310218
193,363,84873310218
193,364,84873310218
362,363,84873310218
362,364,84873310218
363,364,84873310218
333,193,84882259221
333,341,84882259221
333,334,84882259221
333,343,84882259221
193,341,84882259221
193,334,84882259221
193,343,84882259221
341,334,84882259221
341,343,84882259221
334,343,84882259221
295,193,84874537949
338,193,84871717807
338,365,84871717807
338,318,84871717807
338,297,84871717807
338,362,84871717807
338,366,84871717807
338,367,84871717807
338,319,84871717807
193,365,84871717807
193,318,84871717807
193,297,84871717807
193,362,84871717807
193,366,84871717807
193,367,84871717807
193,319,84871717807
365,318,84871717807
365,297,84871717807
365,362,84871717807
365,366,84871717807
365,367,84871717807
365,319,84871717807
318,297,84871717807
318,362,84871717807
318,366,84871717807
318,367,84871717807
318,319,84871717807
297,362,84871717807
297,366,84871717807
297,367,84871717807
297,319,84871717807
362,366,84871717807
362,367,84871717807
362,319,84871717807
366,367,84871717807
366,319,84871717807
367,319,84871717807
341,333,84879247742
341,193,84879247742
341,342,84879247742
341,334,84879247742
341,343,84879247742
333,193,84879247742
333,342,84879247742
333,334,84879247742
333,343,84879247742
193,342,84879247742
193,334,84879247742
193,343,84879247742
342,334,84879247742
342,343,84879247742
334,343,84879247742
332,333,84872326983
332,334,84872326983
332,193,84872326983
332,343,84872326983
333,334,84872326983
333,193,84872326983
333,343,84872326983
334,193,84872326983
334,343,84872326983
193,343,84872326983
368,193,84870430337
368,303,84870430337
368,300,84870430337
193,303,84870430337
193,300,84870430337
303,300,84870430337
339,340,84892397779
339,193,84892397779
340,193,84892397779
369,370,84892382526
369,371,84892382526
369,372,84892382526
369,373,84892382526
369,193,84892382526
370,371,84892382526
370,372,84892382526
370,373,84892382526
370,193,84892382526
371,372,84892382526
371,373,84892382526
371,193,84892382526
372,373,84892382526
372,193,84892382526
373,193,84892382526
374,375,84877974641
374,193,84877974641
374,376,84877974641
375,193,84877974641
375,376,84877974641
193,376,84877974641
333,377,84874225778
333,193,84874225778
377,193,84874225778
193,378,84874126389
379,372,84872925417
379,193,84872925417
379,380,84872925417
372,193,84872925417
372,380,84872925417
193,380,84872925417
333,193,84872417754
333,381,84872417754
193,381,84872417754
332,334,84872407739
332,333,84872407739
332,335,84872407739
332,193,84872407739
334,333,84872407739
334,335,84872407739
334,193,84872407739
333,335,84872407739
333,193,84872407739
335,193,84872407739
193,333,84872368229
193,341,84872368229
333,341,84872368229
382,283,84865685467
382,193,84865685467
283,193,84865685467
383,384,84863919546
383,193,84863919546
383,385,84863919546
383,386,84863919546
383,387,84863919546
383,388,84863919546
383,389,84863919546
384,193,84863919546
384,385,84863919546
384,386,84863919546
384,387,84863919546
384,388,84863919546
384,389,84863919546
193,385,84863919546
193,386,84863919546
193,387,84863919546
193,388,84863919546
193,389,84863919546
385,386,84863919546
385,387,84863919546
385,388,84863919546
385,389,84863919546
386,387,84863919546
386,388,84863919546
386,389,84863919546
387,388,84863919546
387,389,84863919546
388,389,84863919546
390,193,84858146936
390,293,84858146936
193,293,84858146936
193,333,84855778766
193,332,84855778766
193,358,84855778766
193,325,84855778766
193,319,84855778766
333,332,84855778766
333,358,84855778766
333,325,84855778766
333,319,84855778766
332,358,84855778766
332,325,84855778766
332,319,84855778766
358,325,84855778766
358,319,84855778766
325,319,84855778766
383,384,84902256942
383,193,84902256942
383,385,84902256942
383,386,84902256942
383,387,84902256942
383,388,84902256942
383,389,84902256942
384,193,84902256942
384,385,84902256942
384,386,84902256942
384,387,84902256942
384,388,84902256942
384,389,84902256942
193,385,84902256942
193,386,84902256942
193,387,84902256942
193,388,84902256942
193,389,84902256942
385,386,84902256942
385,387,84902256942
385,388,84902256942
385,389,84902256942
386,387,84902256942
386,388,84902256942
386,389,84902256942
387,388,84902256942
387,389,84902256942
388,389,84902256942
212,391,84861141776
212,213,84861141776
212,392,84861141776
212,193,84861141776
212,238,84861141776
391,213,84861141776
391,392,84861141776
391,193,84861141776
391,238,84861141776
213,392,84861141776
213,193,84861141776
213,238,84861141776
392,193,84861141776
392,238,84861141776
193,238,84861141776
368,193,84861120374
368,303,84861120374
368,300,84861120374
193,303,84861120374
193,300,84861120374
303,300,84861120374
384,385,84861119677
384,386,84861119677
384,387,84861119677
384,388,84861119677
384,389,84861119677
384,193,84861119677
384,383,84861119677
385,386,84861119677
385,387,84861119677
385,388,84861119677
385,389,84861119677
385,193,84861119677
385,383,84861119677
386,387,84861119677
386,388,84861119677
386,389,84861119677
386,193,84861119677
386,383,84861119677
387,388,84861119677
387,389,84861119677
387,193,84861119677
387,383,84861119677
388,389,84861119677
388,193,84861119677
388,383,84861119677
389,193,84861119677
389,383,84861119677
193,383,84861119677
338,193,80052825450
338,390,80052825450
338,365,80052825450
338,393,80052825450
338,362,80052825450
193,390,80052825450
193,365,80052825450
193,393,80052825450
193,362,80052825450
390,365,80052825450
390,393,80052825450
390,362,80052825450
365,393,80052825450
365,362,80052825450
393,362,80052825450
325,193,79959622720
325,394,79959622720
193,394,79959622720
333,395,79751536771
333,396,79751536771
333,334,79751536771
333,193,79751536771
395,396,79751536771
395,334,79751536771
395,193,79751536771
396,334,79751536771
396,193,79751536771
334,193,79751536771
193,397,78449305881
193,295,78449305881
193,315,78449305881
193,360,78449305881
397,295,78449305881
397,315,78449305881
397,360,78449305881
295,315,78449305881
295,360,78449305881
315,360,78449305881
398,399,77955658954
398,400,77955658954
398,401,77955658954
398,402,77955658954
398,325,77955658954
398,193,77955658954
399,400,77955658954
399,401,77955658954
399,402,77955658954
399,325,77955658954
399,193,77955658954
400,401,77955658954
400,402,77955658954
400,325,77955658954
400,193,77955658954
401,402,77955658954
401,325,77955658954
401,193,77955658954
402,325,77955658954
402,193,77955658954
325,193,77955658954
333,193,77954590375
333,334,77954590375
333,343,77954590375
193,334,77954590375
193,343,77954590375
334,343,77954590375
358,334,77954235089
358,333,77954235089
358,403,77954235089
358,404,77954235089
358,193,77954235089
334,333,77954235089
334,403,77954235089
334,404,77954235089
334,193,77954235089
333,403,77954235089
333,404,77954235089
333,193,77954235089
403,404,77954235089
403,193,77954235089
404,193,77954235089
405,406,77954171112
405,193,77954171112
405,407,77954171112
405,297,77954171112
405,408,77954171112
406,193,77954171112
406,407,77954171112
406,297,77954171112
406,408,77954171112
193,407,77954171112
193,297,77954171112
193,408,77954171112
407,297,77954171112
407,408,77954171112
297,408,77954171112
409,410,77951091850
409,193,77951091850
409,319,77951091850
410,193,77951091850
410,319,77951091850
193,319,77951091850
333,411,77950312374
333,193,77950312374
411,193,77950312374
412,413,79960066877
412,193,79960066877
412,414,79960066877
413,193,79960066877
413,414,79960066877
193,414,79960066877
333,193,78650610139
333,411,78650610139
193,411,78650610139
333,395,77951183869
333,396,77951183869
333,415,77951183869
333,334,77951183869
333,193,77951183869
395,396,77951183869
395,415,77951183869
395,334,77951183869
395,193,77951183869
396,415,77951183869
396,334,77951183869
396,193,77951183869
415,334,77951183869
415,193,77951183869
334,193,77951183869
333,396,72949096533
333,395,72949096533
333,334,72949096533
333,193,72949096533
396,395,72949096533
396,334,72949096533
396,193,72949096533
395,334,72949096533
395,193,72949096533
334,193,72949096533
360,193,70749088212
360,397,70749088212
360,295,70749088212
360,315,70749088212
193,397,70749088212
193,295,70749088212
193,315,70749088212
397,295,70749088212
397,315,70749088212
295,315,70749088212
416,417,77951517803
416,418,77951517803
416,319,77951517803
416,193,77951517803
416,419,77951517803
417,418,77951517803
417,319,77951517803
417,193,77951517803
417,419,77951517803
418,319,77951517803
418,193,77951517803
418,419,77951517803
319,193,77951517803
319,419,77951517803
193,419,77951517803
420,193,73949113432
420,421,73949113432
420,422,73949113432
420,423,73949113432
420,238,73949113432
193,421,73949113432
193,422,73949113432
193,423,73949113432
193,238,73949113432
421,422,73949113432
421,423,73949113432
421,238,73949113432
422,423,73949113432
422,238,73949113432
423,238,73949113432
303,424,73849149528
303,414,73849149528
303,193,73849149528
303,300,73849149528
424,414,73849149528
424,193,73849149528
424,300,73849149528
414,193,73849149528
414,300,73849149528
193,300,73849149528
412,413,73849117957
412,404,73849117957
412,193,73849117957
413,404,73849117957
413,193,73849117957
404,193,73849117957
411,193,73149110402
411,333,73149110402
193,333,73149110402
425,426,70549094401
425,193,70549094401
425,427,70549094401
425,428,70549094401
426,193,70549094401
426,427,70549094401
426,428,70549094401
193,427,70549094401
193,428,70549094401
427,428,70549094401
429,360,69349085761
429,193,69349085761
360,193,69349085761
193,295,69249235775
193,430,69249235775
193,429,69249235775
193,315,69249235775
295,430,69249235775
295,429,69249235775
295,315,69249235775
430,429,69249235775
430,315,69249235775
429,315,69249235775
193,297,61849123191
193,431,61849123191
193,432,61849123191
297,431,61849123191
297,432,61849123191
431,432,61849123191
395,333,85076870788
395,433,85076870788
395,396,85076870788
395,334,85076870788
395,193,85076870788
333,433,85076870788
333,396,85076870788
333,334,85076870788
333,193,85076870788
433,396,85076870788
433,334,85076870788
433,193,85076870788
396,334,85076870788
396,193,85076870788
334,193,85076870788
333,396,57849167007
333,434,57849167007
333,395,57849167007
333,334,57849167007
333,193,57849167007
333,435,57849167007
396,434,57849167007
396,395,57849167007
396,334,57849167007
396,193,57849167007
396,435,57849167007
434,395,57849167007
434,334,57849167007
434,193,57849167007
434,435,57849167007
395,334,57849167007
395,193,57849167007
395,435,57849167007
334,193,57849167007
334,435,57849167007
193,435,57849167007
436,437,55649104743
436,438,55649104743
436,193,55649104743
436,439,55649104743
436,440,55649104743
437,438,55649104743
437,193,55649104743
437,439,55649104743
437,440,55649104743
438,193,55649104743
438,439,55649104743
438,440,55649104743
193,439,55649104743
193,440,55649104743
439,440,55649104743
411,193,52249090930
411,333,52249090930
193,333,52249090930
390,441,77955118948
390,193,77955118948
441,193,77955118948
372,442,77955117984
372,193,77955117984
372,443,77955117984
372,380,77955117984
372,444,77955117984
372,445,77955117984
372,446,77955117984
442,193,77955117984
442,443,77955117984
442,380,77955117984
442,444,77955117984
442,445,77955117984
442,446,77955117984
193,443,77955117984
193,380,77955117984
193,444,77955117984
193,445,77955117984
193,446,77955117984
443,380,77955117984
443,444,77955117984
443,445,77955117984
443,446,77955117984
380,444,77955117984
380,445,77955117984
380,446,77955117984
444,445,77955117984
444,446,77955117984
445,446,77955117984
447,448,43549083207
447,449,43549083207
447,193,43549083207
447,450,43549083207
447,451,43549083207
447,452,43549083207
447,453,43549083207
448,449,43549083207
448,193,43549083207
448,450,43549083207
448,451,43549083207
448,452,43549083207
448,453,43549083207
449,193,43549083207
449,450,43549083207
449,451,43549083207
449,452,43549083207
449,453,43549083207
193,450,43549083207
193,451,43549083207
193,452,43549083207
193,453,43549083207
450,451,43549083207
450,452,43549083207
450,453,43549083207
451,452,43549083207
451,453,43549083207
452,453,43549083207
454,455,38949166368
454,385,38949166368
454,384,38949166368
454,387,38949166368
454,193,38949166368
454,319,38949166368
454,456,38949166368
454,383,38949166368
455,385,38949166368
455,384,38949166368
455,387,38949166368
455,193,38949166368
455,319,38949166368
455,456,38949166368
455,383,38949166368
385,384,38949166368
385,387,38949166368
385,193,38949166368
385,319,38949166368
385,456,38949166368
385,383,38949166368
384,387,38949166368
384,193,38949166368
384,319,38949166368
384,456,38949166368
384,383,38949166368
387,193,38949166368
387,319,38949166368
387,456,38949166368
387,383,38949166368
193,319,38949166368
193,456,38949166368
193,383,38949166368
319,456,38949166368
319,383,38949166368
456,383,38949166368
421,422,84902192496
421,238,84902192496
421,420,84902192496
421,193,84902192496
422,238,84902192496
422,420,84902192496
422,193,84902192496
238,420,84902192496
238,193,84902192496
420,193,84902192496
411,333,55349119902
411,193,55349119902
333,193,55349119902
457,193,70549104209
333,458,34547197765
333,334,34547197765
333,193,34547197765
333,459,34547197765
333,460,34547197765
333,319,34547197765
458,334,34547197765
458,193,34547197765
458,459,34547197765
458,460,34547197765
458,319,34547197765
334,193,34547197765
334,459,34547197765
334,460,34547197765
334,319,34547197765
193,459,34547197765
193,460,34547197765
193,319,34547197765
459,460,34547197765
459,319,34547197765
460,319,34547197765
429,193,33947730443
429,390,33947730443
193,390,33947730443
193,461,33947607169
193,390,33947607169
193,315,33947607169
193,295,33947607169
461,390,33947607169
461,315,33947607169
461,295,33947607169
390,315,33947607169
390,295,33947607169
315,295,33947607169
430,193,33947597460
430,390,33947597460
430,449,33947597460
430,360,33947597460
193,390,33947597460
193,449,33947597460
193,360,33947597460
390,449,33947597460
390,360,33947597460
449,360,33947597460
193,295,33947572928
193,315,33947572928
193,390,33947572928
295,315,33947572928
295,390,33947572928
315,390,33947572928
300,462,34147196077
300,463,34147196077
300,193,34147196077
462,463,34147196077
462,193,34147196077
463,193,34147196077
193,455,33947587461
193,464,33947587461
193,465,33947587461
193,466,33947587461
455,464,33947587461
455,465,33947587461
455,466,33947587461
464,465,33947587461
464,466,33947587461
465,466,33947587461
430,193,33847140478
430,390,33847140478
430,449,33847140478
430,360,33847140478
193,390,33847140478
193,449,33847140478
193,360,33847140478
390,449,33847140478
390,360,33847140478
449,360,33847140478
372,467,33751520782
372,193,33751520782
467,193,33751520782
193,295,33748778475
193,315,33748778475
295,315,33748778475
333,334,33646676290
333,458,33646676290
333,193,33646676290
333,459,33646676290
333,468,33646676290
333,460,33646676290
334,458,33646676290
334,193,33646676290
334,459,33646676290
334,468,33646676290
334,460,33646676290
458,193,33646676290
458,459,33646676290
458,468,33646676290
458,460,33646676290
193,459,33646676290
193,468,33646676290
193,460,33646676290
459,468,33646676290
459,460,33646676290
468,460,33646676290
333,334,33244495483
333,469,33244495483
333,470,33244495483
333,471,33244495483
333,395,33244495483
333,193,33244495483
334,469,33244495483
334,470,33244495483
334,471,33244495483
334,395,33244495483
334,193,33244495483
469,470,33244495483
469,471,33244495483
469,395,33244495483
469,193,33244495483
470,471,33244495483
470,395,33244495483
470,193,33244495483
471,395,33244495483
471,193,33244495483
395,193,33244495483
333,334,33244482210
333,193,33244482210
333,469,33244482210
333,470,33244482210
334,193,33244482210
334,469,33244482210
334,470,33244482210
193,469,33244482210
193,470,33244482210
469,470,33244482210
430,193,33644624108
430,390,33644624108
430,315,33644624108
430,333,33644624108
193,390,33644624108
193,315,33644624108
193,333,33644624108
390,315,33644624108
390,333,33644624108
315,333,33644624108
472,473,26844575593
472,474,26844575593
472,193,26844575593
472,475,26844575593
472,387,26844575593
472,476,26844575593
472,383,26844575593
473,474,26844575593
473,193,26844575593
473,475,26844575593
473,387,26844575593
473,476,26844575593
473,383,26844575593
474,193,26844575593
474,475,26844575593
474,387,26844575593
474,476,26844575593
474,383,26844575593
193,475,26844575593
193,387,26844575593
193,476,26844575593
193,383,26844575593
475,387,26844575593
475,476,26844575593
475,383,26844575593
387,476,26844575593
387,383,26844575593
476,383,26844575593
474,193,26844527805
477,193,26844490615
477,478,26844490615
477,283,26844490615
193,478,26844490615
193,283,26844490615
478,283,26844490615
479,333,21644458371
479,334,21644458371
479,469,21644458371
479,470,21644458371
479,193,21644458371
333,334,21644458371
333,469,21644458371
333,470,21644458371
333,193,21644458371
334,469,21644458371
334,470,21644458371
334,193,21644458371
469,470,21644458371
469,193,21644458371
470,193,21644458371
411,193,85141722340
411,333,85141722340
193,333,85141722340
333,334,15544382397
333,193,15544382397
333,469,15544382397
333,470,15544382397
333,480,15544382397
333,481,15544382397
334,193,15544382397
334,469,15544382397
334,470,15544382397
334,480,15544382397
334,481,15544382397
193,469,15544382397
193,470,15544382397
193,480,15544382397
193,481,15544382397
469,470,15544382397
469,480,15544382397
469,481,15544382397
470,480,15544382397
470,481,15544382397
480,481,15544382397
334,470,10044236477
334,469,10044236477
334,193,10044236477
334,333,10044236477
334,482,10044236477
334,483,10044236477
470,469,10044236477
470,193,10044236477
470,333,10044236477
470,482,10044236477
470,483,10044236477
469,193,10044236477
469,333,10044236477
469,482,10044236477
469,483,10044236477
193,333,10044236477
193,482,10044236477
193,483,10044236477
333,482,10044236477
333,483,10044236477
482,483,10044236477
484,485,4544316422
484,193,4544316422
484,319,4544316422
484,486,4544316422
485,193,4544316422
485,319,4544316422
485,486,4544316422
193,319,4544316422
193,486,4544316422
319,486,4544316422
477,193,4544293217
477,478,4544293217
193,478,4544293217
333,334,2442501375
333,193,2442501375
333,469,2442501375
333,470,2442501375
333,480,2442501375
333,487,2442501375
333,488,2442501375
333,489,2442501375
333,490,2442501375
334,193,2442501375
334,469,2442501375
334,470,2442501375
334,480,2442501375
334,487,2442501375
334,488,2442501375
334,489,2442501375
334,490,2442501375
193,469,2442501375
193,470,2442501375
193,480,2442501375
193,487,2442501375
193,488,2442501375
193,489,2442501375
193,490,2442501375
469,470,2442501375
469,480,2442501375
469,487,2442501375
469,488,2442501375
469,489,2442501375
469,490,2442501375
470,480,2442501375
470,487,2442501375
470,488,2442501375
470,489,2442501375
470,490,2442501375
480,487,2442501375
480,488,2442501375
480,489,2442501375
480,490,2442501375
487,488,2442501375
487,489,2442501375
487,490,2442501375
488,489,2442501375
488,490,2442501375
489,490,2442501375
193,464,2042517593
193,473,2042517593
193,491,2042517593
193,492,2042517593
193,465,2042517593
464,473,2042517593
464,491,2042517593
464,492,2042517593
464,465,2042517593
473,491,2042517593
473,492,2042517593
473,465,2042517593
491,492,2042517593
491,465,2042517593
492,465,2042517593
430,390,8744269533
430,193,8744269533
390,193,8744269533
429,390,8744256590
429,193,8744256590
390,193,8744256590
193,295,8644285548
193,315,8644285548
193,390,8644285548
295,315,8644285548
295,390,8644285548
315,390,8644285548
193,441,8644250609
193,295,8644250609
193,315,8644250609
193,390,8644250609
193,493,8644250609
441,295,8644250609
441,315,8644250609
441,390,8644250609
441,493,8644250609
295,315,8644250609
295,390,8644250609
295,493,8644250609
315,390,8644250609
315,493,8644250609
390,493,8644250609
473,193,0142091244
473,465,0142091244
193,465,0142091244
464,193,0142060637
464,491,0142060637
464,494,0142060637
464,492,0142060637
464,465,0142060637
193,491,0142060637
193,494,0142060637
193,492,0142060637
193,465,0142060637
491,494,0142060637
491,492,0142060637
491,465,0142060637
494,492,0142060637
494,465,0142060637
492,465,0142060637
495,372,0036234168
495,496,0036234168
495,326,0036234168
495,193,0036234168
372,496,0036234168
372,326,0036234168
372,193,0036234168
496,326,0036234168
496,193,0036234168
326,193,0036234168
193,315,0036170954
193,295,0036170954
315,295,0036170954
193,429,0036170084
193,390,0036170084
193,497,0036170084
193,498,0036170084
429,390,0036170084
429,497,0036170084
429,498,0036170084
390,497,0036170084
390,498,0036170084
497,498,0036170084
193,429,0036168706
193,390,0036168706
193,430,0036168706
429,390,0036168706
429,430,0036168706
390,430,0036168706
193,499,0035906571
193,500,0035906571
499,500,0035906571
193,429,0035025254
193,390,0035025254
193,360,0035025254
429,390,0035025254
429,360,0035025254
390,360,0035025254
193,295,0035007474
193,315,0035007474
193,390,0035007474
193,360,0035007474
295,315,0035007474
295,390,0035007474
295,360,0035007474
315,390,0035007474
315,360,0035007474
390,360,0035007474
193,295,0034312911
193,315,0034312911
295,315,0034312911
